PPC Index	Possible Location Combinations	My Traffic	Opponent Traffic	Total Traffic	Traffic Difference	Traffic Ratio
24	[(25.78, -80.19), (32.8, -96.82), (37.24, -121.78)]	41014.62683792573	151607.30845766183	192621.93529558755	-110592.6816197361	0.27
167	[(32.8, -96.82), (39.02, -77.46), (41.85, -87.62)]	41014.62683792573	249418.47520454042	290433.10204246617	-208403.8483666147	0.16
34	[(25.78, -80.19), (40.74, -74.0), (39.02, -77.46)]	41014.62683792573	83891.88532520742	124906.51216313316	-42877.25848728169	0.49
55	[(32.8, -96.82), (37.24, -121.78), (39.02, -77.46)]	41014.62683792573	226846.66749372229	267861.29433164804	-185832.04065579656	0.18
137	[(40.74, -74.0), (32.8, -96.82), (41.85, -87.62)]	41014.62683792573	181703.05207208602	222717.67891001175	-140688.4252341603	0.23
18	[(25.78, -80.19), (40.74, -74.0), (37.24, -121.78)]	41014.62683792573	83891.88532520742	124906.51216313316	-42877.25848728169	0.49
10	[(25.78, -80.19), (40.74, -74.0), (32.8, -96.82)]	41014.62683792573	83891.88532520742	124906.51216313316	-42877.25848728169	0.49
48	[(25.78, -80.19), (37.24, -121.78), (39.02, -77.46)]	41014.62683792573	151607.30845766183	192621.93529558755	-110592.6816197361	0.27
40	[(25.78, -80.19), (32.8, -96.82), (39.02, -77.46)]	41014.62683792573	151607.30845766183	192621.93529558755	-110592.6816197361	0.27
145	[(40.74, -74.0), (37.24, -121.78), (41.85, -87.62)]	41014.62683792573	181703.05207208602	222717.67891001175	-140688.4252341603	0.23
25	[(40.74, -74.0), (32.8, -96.82), (37.24, -121.78)]	41014.62683792573	159131.2443612679	200145.8711991936	-118116.61752334217	0.26
41	[(40.74, -74.0), (32.8, -96.82), (39.02, -77.46)]	41014.62683792573	159131.2443612679	200145.8711991936	-118116.61752334217	0.26
161	[(40.74, -74.0), (39.02, -77.46), (41.85, -87.62)]	41014.62683792573	181703.05207208602	222717.67891001175	-140688.4252341603	0.23
160	[(25.78, -80.19), (39.02, -77.46), (41.85, -87.62)]	41014.62683792573	174179.11616847996	215193.74300640568	-133164.48933055424	0.24
144	[(25.78, -80.19), (37.24, -121.78), (41.85, -87.62)]	41014.62683792573	174179.11616847996	215193.74300640568	-133164.48933055424	0.24
136	[(25.78, -80.19), (32.8, -96.82), (41.85, -87.62)]	41014.62683792573	174179.11616847996	215193.74300640568	-133164.48933055424	0.24
49	[(40.74, -74.0), (37.24, -121.78), (39.02, -77.46)]	41014.62683792573	159131.2443612679	200145.8711991936	-118116.61752334217	0.26
33	[(40.74, -74.0), (39.02, -77.46)]	27343.084558617153	83515.68853002711	110858.77308864426	-56172.60397140996	0.33
159	[(39.02, -77.46), (41.85, -87.62)]	27343.084558617153	173802.91937329966	201146.0039319168	-146459.83481468252	0.16
143	[(37.24, -121.78), (41.85, -87.62)]	27343.084558617153	173802.91937329966	201146.0039319168	-146459.83481468252	0.16
16	[(25.78, -80.19), (37.24, -121.78)]	27343.084558617153	75991.75262642108	103334.83718503822	-48648.66806780393	0.36
8	[(25.78, -80.19), (32.8, -96.82)]	27343.084558617153	75991.75262642108	103334.83718503822	-48648.66806780393	0.36
32	[(25.78, -80.19), (39.02, -77.46)]	27343.084558617153	75991.75262642108	103334.83718503822	-48648.66806780393	0.36
9	[(40.74, -74.0), (32.8, -96.82)]	27343.084558617153	83515.68853002711	110858.77308864426	-56172.60397140996	0.33
135	[(32.8, -96.82), (41.85, -87.62)]	27343.084558617153	173802.91937329966	201146.0039319168	-146459.83481468252	0.16
2	[(25.78, -80.19), (40.74, -74.0)]	27343.084558617153	8276.329493966648	35619.4140525838	19066.755064650504	3.3
17	[(40.74, -74.0), (37.24, -121.78)]	27343.084558617153	83515.68853002711	110858.77308864426	-56172.60397140996	0.33
128	[(25.78, -80.19), (41.85, -87.62)]	27343.084558617153	98563.5603372392	125906.64489585636	-71220.47577862206	0.28
129	[(40.74, -74.0), (41.85, -87.62)]	27343.084558617153	106087.49624084524	133430.5807994624	-78744.41168222809	0.26
39	[(32.8, -96.82), (39.02, -77.46)]	27343.084558617153	151231.11166248153	178574.19622109868	-123888.02710386438	0.18
47	[(37.24, -121.78), (39.02, -77.46)]	27343.084558617153	151231.11166248153	178574.19622109868	-123888.02710386438	0.18
23	[(32.8, -96.82), (37.24, -121.78)]	27343.084558617153	151231.11166248153	178574.19622109868	-123888.02710386438	0.18
7	[(32.8, -96.82)]	13671.542279308576	75615.55583124077	89287.09811054934	-61944.01355193219	0.18
31	[(39.02, -77.46)]	13671.542279308576	75615.55583124077	89287.09811054934	-61944.01355193219	0.18
1	[(40.74, -74.0)]	13671.542279308576	7900.132698786347	21571.674978094925	5771.40958052223	1.73
127	[(41.85, -87.62)]	13671.542279308576	98187.3635420589	111858.90582136747	-84515.82126275032	0.14
0	[(25.78, -80.19)]	13671.542279308576	376.1967951803023	14047.739074488878	13295.345484128275	36.34
15	[(37.24, -121.78)]	13671.542279308576	75615.55583124077	89287.09811054934	-61944.01355193219	0.18
