,pair,Pred
12115,1299-15164,0
12116,1299-15211,0
12117,1299-15267,0
12118,1299-15305,0
12119,1299-15412,1
12120,1299-15695,0
12121,1299-16164,0
12122,1299-16276,0
12123,1299-16509,0
12124,1299-16552,0
12125,1299-16851,0
12126,1299-16904,0
12127,1299-17012,0
12128,1299-17018,0
12129,1299-17072,0
12130,1299-17113,0
12131,1299-17350,0
12132,1299-17378,0
12133,1299-17676,0
12134,1299-17984,0
12135,1299-18450,0
12136,1299-18734,0
12137,1299-19009,0
12138,1299-19019,0
12139,1299-19108,0
12140,1299-19332,0
12141,1299-19527,0
12142,1299-19679,0
12143,1299-19750,0
12144,1299-19754,0
12145,1299-19782,0
12146,1299-20021,0
12147,1299-20055,0
12148,1299-20115,0
12149,1299-20144,0
12150,1299-20326,0
12151,1299-20347,0
12152,1299-20473,0
12153,1299-20940,0
12154,1299-21321,0
12155,1299-21808,0
12156,1299-21859,0
12157,1299-21947,0
12158,1299-21949,0
12159,1299-21976,0
12160,1299-22356,0
12161,1299-22442,0
12162,1299-22566,0
12163,1299-22604,0
12164,1299-22616,0
12165,1299-22697,0
12166,1299-22773,0
12167,1299-23033,0
12168,1299-23342,0
12169,1299-23367,0
12170,1299-23393,0
12171,1299-23473,0
12172,1299-23520,0
12173,1299-23576,0
12174,1299-23764,0
12175,1299-24429,0
12176,1299-25400,0
12177,1299-25697,0
12178,1299-25818,0
12179,1299-26094,0
12180,1299-26163,0
12181,1299-26459,0
12182,1299-26496,0
12183,1299-26978,0
12184,1299-27364,0
12185,1299-27381,0
12186,1299-27400,0
12187,1299-27446,0
12188,1299-27552,0
12189,1299-27630,0
12190,1299-27647,0
12191,1299-28394,0
12192,1299-28438,0
12193,1299-28509,0
12194,1299-29748,0
12195,1299-29802,0
12196,1299-29838,0
12197,1299-29990,0
12198,1299-30036,0
12199,1299-30041,0
12200,1299-30081,0
12201,1299-30083,0
12202,1299-30103,0
12203,1299-30110,0
12204,1299-30132,0
12205,1299-30419,0
12206,1299-30496,0
12207,1299-31898,0
12208,1299-32097,0
12209,1299-32133,0
12210,1299-32217,0
12211,1299-32261,0
12212,1299-32590,0
12213,1299-32748,0
12214,1299-32787,0
12215,1299-32934,0
12216,1299-33011,0
12217,1299-33071,0
12218,1299-33080,0
12219,1299-33082,0
12220,1299-33154,0
12221,1299-33182,0
12222,1299-33353,0
12223,1299-33438,0
12224,1299-33517,0
12225,1299-33548,0
12226,1299-33597,0
12227,1299-33717,0
12228,1299-34309,0
12229,1299-35280,0
12230,1299-35847,0
12231,1299-35908,0
12232,1299-36086,0
12233,1299-36103,0
12234,1299-36182,0
12235,1299-36351,0
12236,1299-36408,0
12237,1299-36692,0
12238,1299-37468,0
12239,1299-39386,0
12240,1299-39855,0
12241,1299-40065,0
12242,1299-40165,0
12243,1299-40428,0
12244,1299-40627,0
12245,1299-41690,0
12246,1299-42473,0
12247,1299-43515,0
12248,1299-44356,0
12249,1299-44444,0
12250,1299-45102,0
12251,1299-45474,0
12252,1299-46375,0
12253,1299-46416,0
12254,1299-46450,0
12255,1299-46489,0
12256,1299-46672,0
12257,1299-46742,0
12258,1299-46786,0
12259,1299-47147,0
12260,1299-47869,0
12261,1299-48337,0
12262,1299-49544,0
12263,1299-50245,0
12264,1299-53292,0
12265,1299-53334,0
12266,1299-53597,0
12267,1299-53907,0
12268,1299-54048,0
12269,1299-54058,0
12270,1299-54103,0
12271,1299-54113,0
12272,1299-54600,0
12273,1299-54825,0
12274,1299-54829,0
12275,1299-54994,0
12276,1299-55002,0
12277,1299-55081,0
12278,1299-55256,0
12279,1299-55293,0
12280,1299-57624,0
12281,1299-57976,0
12282,1299-58453,1
12283,1299-58511,0
12284,1299-59865,0
12285,1299-60068,0
12286,1299-60354,0
12287,1299-61317,0
12288,1299-62044,0
12289,1299-62240,0
12290,1299-62597,0
12291,1299-62642,0
12292,1299-62856,0
12293,1299-62887,0
12294,1299-62904,0
12295,1299-62955,0
12296,1299-63086,0
12297,1299-63199,0
12298,1299-63399,0
12299,1299-63949,0
12300,1299-64049,0
12301,1299-64050,0
12302,1299-64266,0
12303,1299-132203,0
12304,1299-134521,0
12305,1299-135354,0
12306,1299-199524,0
12307,1299-202053,0
12308,1299-202196,0
12309,1299-202276,0
12310,1299-393417,0
12311,1299-394297,0
12312,1299-394625,0
12313,1299-394968,0
12314,1299-394973,0
12315,1299-394977,0
12316,1299-395662,0
12317,1299-396253,0
12318,1299-396919,0
12319,1299-396986,0
12320,1299-397178,0
12321,1828-7381,1
12322,2044-6423,0
12323,2152-3701,0
12324,2152-54048,1
12325,57-2381,0
12326,2381-2698,1
12327,2381-3128,0
12328,2381-14877,1
12329,2381-19782,0
12330,2381-26415,0
12331,2381-40387,0
12332,2497-7500,0
12333,2497-8674,1
12334,2497-12654,0
12335,2497-15695,1
12336,2497-23634,0
12337,2497-54994,1
12338,109-2516,0
12339,714-2516,1
12340,1828-2516,1
12341,2516-4775,1
12342,2516-6619,1
12343,2516-7500,0
12344,2516-20940,1
12345,2516-23576,0
12346,2516-23634,0
12347,2516-24429,0
12348,2516-32261,0
12349,2516-33353,1
12350,2516-36408,1
12351,2516-54994,1
12352,2516-132203,1
12353,2516-135354,1
12354,2603-8674,1
12355,2603-45102,1
12356,2647-4805,0
12357,2647-51964,0
12358,2044-2828,0
12359,2828-4230,1
12360,2828-6130,0
12361,2828-6315,0
12362,2828-7138,0
12363,2828-8001,0
12364,2828-11174,0
12365,2828-11377,0
12366,2828-12083,0
12367,2828-12129,0
12368,2828-12196,0
12369,2828-13767,0
12370,2828-16524,0
12371,2828-16724,0
12372,2828-20340,0
12373,2828-20940,0
12374,2828-22625,0
12375,2828-22820,0
12376,2828-23576,0
12377,2828-25751,0
12378,2828-27475,0
12379,2828-32787,1
12380,2828-32880,0
12381,2828-32899,0
12382,2828-36103,0
12383,2828-40627,0
12384,2828-55219,0
12385,2828-62638,0
12386,2828-62943,0
12387,2828-63442,0
12388,2874-51964,0
12389,2906-40027,0
12390,42-2914,0
12391,101-2914,0
12392,109-2914,0
12393,852-2914,1
12394,1280-2914,0
12395,1422-2914,0
12396,1828-2914,0
12397,2497-2914,1
12398,2635-2914,0
12399,2914-3223,1
12400,2914-3300,0
12401,2914-3402,0
12402,2914-3599,0
12403,2914-3842,0
12404,2914-3856,0
12405,2914-4136,0
12406,2914-4150,0
12407,2914-4229,0
12408,2914-4474,0
12409,2914-4775,0
12410,2914-4788,0
12411,2914-4809,1
12412,2914-4862,0
12413,2914-6130,0
12414,2914-6315,0
12415,2914-6507,0
12416,2914-7226,0
12417,2914-7342,0
12418,2914-7752,0
12419,2914-7795,0
12420,2914-7819,0
12421,2914-7979,0
12422,2914-8002,0
12423,2914-8069,0
12424,2914-8075,0
12425,2914-8151,0
12426,2914-8220,1
12427,2914-8674,0
12428,2914-8757,0
12429,2914-8966,0
12430,2914-9009,1
12431,2914-9304,1
12432,2914-9312,0
12433,2914-9318,1
12434,2914-9498,1
12435,2914-9505,0
12436,2914-10122,0
12437,2914-10242,0
12438,2914-10745,0
12439,2914-11019,0
12440,2914-11071,0
12441,2914-11114,0
12442,2914-11170,0
12443,2914-11191,0
12444,2914-11232,0
12445,2914-11377,0
12446,2914-11608,0
12447,2914-11758,0
12448,2914-11767,0
12449,2914-12008,0
12450,2914-12041,0
12451,2914-12083,0
12452,2914-12085,0
12453,2914-12129,0
12454,2914-12130,0
12455,2914-12189,0
12456,2914-12200,0
12457,2914-12654,0
12458,2914-13150,0
12459,2914-13335,0
12460,2914-13354,0
12461,2914-13414,0
12462,2914-13445,0
12463,2914-13536,0
12464,2914-13760,0
12465,2914-13786,1
12466,2914-13807,0
12467,2914-13896,0
12468,2914-13984,0
12469,2914-14051,0
12470,2914-14061,0
12471,2914-14244,0
12472,2914-14340,0
12473,2914-14361,0
12474,2914-14413,0
12475,2914-14537,0
12476,2914-14589,0
12477,2914-14630,0
12478,2914-14721,0
12479,2914-14907,0
12480,2914-15133,0
12481,2914-15206,0
12482,2914-15211,0
12483,2914-15224,0
12484,2914-15412,1
12485,2914-15580,0
12486,2914-15695,0
12487,2914-16164,0
12488,2914-16247,0
12489,2914-16276,0
12490,2914-16509,0
12491,2914-16524,0
12492,2914-16552,0
12493,2914-16553,0
12494,2914-16876,0
12495,2914-17012,0
12496,2914-17054,0
12497,2914-17350,0
12498,2914-17676,0
12499,2914-17984,0
12500,2914-18106,0
12501,2914-18450,0
12502,2914-18568,0
12503,2914-18683,0
12504,2914-19151,0
12505,2914-19528,0
12506,2914-19551,0
12507,2914-19653,0
12508,2914-19679,0
12509,2914-19930,0
12510,2914-20055,0
12511,2914-20144,0
12512,2914-20264,0
12513,2914-20326,0
12514,2914-20473,1
12515,2914-20546,0
12516,2914-20940,0
12517,2914-21808,0
12518,2914-21859,0
12519,2914-21949,0
12520,2914-21976,0
12521,2914-22006,0
12522,2914-22302,0
12523,2914-22442,0
12524,2914-22518,0
12525,2914-22604,0
12526,2914-22691,0
12527,2914-22697,0
12528,2914-22702,0
12529,2914-22925,0
12530,2914-22995,0
12531,2914-23028,0
12532,2914-23352,0
12533,2914-23473,0
12534,2914-23576,0
12535,2914-23764,0
12536,2914-25152,0
12537,2914-25649,0
12538,2914-25885,0
12539,2914-25899,0
12540,2914-26415,0
12541,2914-26496,0
12542,2914-26978,0
12543,2914-27224,0
12544,2914-27257,0
12545,2914-27330,0
12546,2914-27381,0
12547,2914-27552,0
12548,2914-27566,0
12549,2914-27632,0
12550,2914-27647,0
12551,2914-29788,0
12552,2914-29802,0
12553,2914-29838,0
12554,2914-29884,0
12555,2914-29944,0
12556,2914-29990,0
12557,2914-30041,0
12558,2914-30103,0
12559,2914-30241,0
12560,2914-30259,0
12561,2914-30419,0
12562,2914-30517,0
12563,2914-30640,0
12564,2914-31216,0
12565,2914-31769,0
12566,2914-31898,0
12567,2914-31939,0
12568,2914-32035,0
12569,2914-32133,0
12570,2914-32261,0
12571,2914-32323,0
12572,2914-32550,0
12573,2914-32590,0
12574,2914-32703,0
12575,2914-32748,0
12576,2914-32787,1
12577,2914-32880,0
12578,2914-33011,0
12579,2914-33182,0
12580,2914-33353,0
12581,2914-33438,0
12582,2914-33517,0
12583,2914-33597,0
12584,2914-33724,0
12585,2914-35280,1
12586,2914-36062,0
12587,2914-36086,0
12588,2914-36236,0
12589,2914-36351,0
12590,2914-36692,0
12591,2914-36734,0
12592,2914-38016,0
12593,2914-39386,0
12594,2914-39572,0
12595,2914-39832,0
12596,2914-39855,0
12597,2914-40065,0
12598,2914-40107,0
12599,2914-40428,0
12600,2914-40528,0
12601,2914-40627,0
12602,2914-40630,0
12603,2914-40676,0
12604,2914-40913,0
12605,2914-41135,0
12606,2914-41378,0
12607,2914-41690,0
12608,2914-42473,0
12609,2914-44444,0
12610,2914-45102,0
12611,2914-45187,0
12612,2914-45474,0
12613,2914-46163,0
12614,2914-46450,0
12615,2914-46475,0
12616,2914-46489,0
12617,2914-46573,0
12618,2914-46632,0
12619,2914-46786,0
12620,2914-47147,1
12621,2914-47869,0
12622,2914-49544,0
12623,2914-50245,0
12624,2914-51865,0
12625,2914-53334,0
12626,2914-53340,0
12627,2914-53591,0
12628,2914-53813,0
12629,2914-53828,0
12630,2914-54058,0
12631,2914-54113,0
12632,2914-54588,0
12633,2914-54994,0
12634,2914-55002,0
12635,2914-55256,0
12636,2914-55967,0
12637,2914-58453,1
12638,2914-60068,0
12639,2914-61317,0
12640,2914-62597,0
12641,2914-62642,0
12642,2914-62668,0
12643,2914-62713,0
12644,2914-62715,0
12645,2914-62955,0
12646,2914-63086,0
12647,2914-63199,0
12648,2914-63399,0
12649,2914-63440,0
12650,2914-63949,0
12651,2914-64049,1
12652,2914-64050,0
12653,2914-64266,0
12654,2914-132203,0
12655,2914-135354,0
12656,2914-136189,0
12657,2914-137922,0
12658,2914-138699,0
12659,2914-199524,1
12660,2914-199610,0
12661,2914-202053,0
12662,2914-203724,0
12663,2914-205272,0
12664,2914-205994,0
12665,2914-206733,0
12666,2914-393220,0
12667,2914-393225,0
12668,2914-394308,0
12669,2914-394437,0
12670,2914-394497,0
12671,2914-394968,0
12672,2914-394973,0
12673,2914-395354,0
12674,2914-395662,0
12675,2914-396253,0
12676,2914-396986,0
12677,2914-396998,0
12678,59-3128,0
12679,3223-18978,1
12680,3223-20546,0
12681,3223-30081,0
12682,3223-33182,1
12683,3223-35908,1
12684,3223-36236,1
12685,3223-46261,1
12686,3223-47869,1
12687,3223-53340,1
12688,3223-57695,1
12689,3223-201971,0
12690,42-3257,0
12691,46-3257,0
12692,57-3257,0
12693,62-3257,0
12694,109-3257,0
12695,260-3257,0
12696,577-3257,1
12697,1273-3257,1
12698,1820-3257,0
12699,1828-3257,0
12700,2381-3257,0
12701,2497-3257,1
12702,2516-3257,1
12703,2698-3257,0
12704,2734-3257,0
12705,3257-3292,0
12706,3257-3737,0
12707,3257-3842,0
12708,3257-3856,0
12709,3257-4134,1
12710,3257-4150,0
12711,3257-4181,0
12712,3257-4230,0
12713,3257-4556,0
12714,3257-4565,0
12715,3257-4589,0
12716,3257-4637,1
12717,3257-4766,1
12718,3257-4826,0
12719,3257-4837,1
12720,3257-5078,0
12721,3257-5580,0
12722,3257-5645,0
12723,3257-5670,0
12724,3257-5742,0
12725,3257-5769,0
12726,3257-6079,0
12727,3257-6181,0
12728,3257-6327,0
12729,3257-6597,0
12730,3257-7029,0
12731,3257-7155,0
12732,3257-7311,0
12733,3257-7500,0
12734,3257-7752,0
12735,3257-7775,0
12736,3257-7784,0
12737,3257-7795,0
12738,3257-7843,0
12739,3257-7922,1
12740,3257-8001,0
12741,3257-8057,0
12742,3257-8069,0
12743,3257-8075,0
12744,3257-8100,0
12745,3257-8151,0
12746,3257-8757,0
12747,3257-8966,0
12748,3257-9002,1
12749,3257-9304,1
12750,3257-9498,0
12751,3257-10122,0
12752,3257-10490,0
12753,3257-10835,0
12754,3257-11019,0
12755,3257-11071,0
12756,3257-11114,0
12757,3257-11232,0
12758,3257-11251,0
12759,3257-11260,0
12760,3257-11403,0
12761,3257-11404,0
12762,3257-11414,0
12763,3257-12041,0
12764,3257-12042,0
12765,3257-12083,0
12766,3257-12129,0
12767,3257-12189,0
12768,3257-12200,0
12769,3257-13150,0
12770,3257-13333,0
12771,3257-13335,0
12772,3257-13739,0
12773,3257-13760,0
12774,3257-13768,0
12775,3257-13786,0
12776,3257-14325,0
12777,3257-14340,0
12778,3257-14361,0
12779,3257-14371,0
12780,3257-14630,0
12781,3257-14746,0
12782,3257-15133,0
12783,3257-15169,0
12784,3257-15580,0
12785,3257-15695,0
12786,3257-16509,0
12787,3257-16524,0
12788,3257-16591,0
12789,3257-16740,0
12790,3257-16851,0
12791,3257-16876,0
12792,3257-17012,0
12793,3257-17151,0
12794,3257-17378,0
12795,3257-17676,0
12796,3257-18119,0
12797,3257-18450,0
12798,3257-18712,0
12799,3257-18734,0
12800,3257-18966,0
12801,3257-19165,0
12802,3257-19186,0
12803,3257-19214,0
12804,3257-19551,0
12805,3257-19750,0
12806,3257-20077,0
12807,3257-20115,0
12808,3257-20144,0
12809,3257-20278,0
12810,3257-20326,0
12811,3257-20473,0
12812,3257-20940,0
12813,3257-21548,0
12814,3257-21570,0
12815,3257-21693,0
12816,3257-21777,0
12817,3257-21837,0
12818,3257-21859,0
12819,3257-21947,0
12820,3257-22418,0
12821,3257-22616,0
12822,3257-22645,0
12823,3257-22742,0
12824,3257-22773,0
12825,3257-22822,0
12826,3257-22995,0
12827,3257-23028,0
12828,3257-23342,0
12829,3257-23352,0
12830,3257-23367,0
12831,3257-23393,0
12832,3257-23470,0
12833,3257-23498,0
12834,3257-23576,0
12835,3257-24753,0
12836,3257-25653,0
12837,3257-25697,0
12838,3257-25751,0
12839,3257-26554,0
12840,3257-26744,0
12841,3257-27299,0
12842,3257-27381,0
12843,3257-27647,0
12844,3257-29802,0
12845,3257-29838,0
12846,3257-30036,0
12847,3257-30081,0
12848,3257-30103,0
12849,3257-31898,0
12850,3257-32035,0
12851,3257-32098,0
12852,3257-32133,0
12853,3257-32181,0
12854,3257-32212,0
12855,3257-32217,0
12856,3257-32261,0
12857,3257-32286,0
12858,3257-32354,0
12859,3257-32425,0
12860,3257-32880,0
12861,3257-32899,0
12862,3257-32934,0
12863,3257-33071,0
12864,3257-33132,0
12865,3257-33154,0
12866,3257-33353,0
12867,3257-33445,0
12868,3257-33597,0
12869,3257-33724,0
12870,3257-34927,0
12871,3257-35838,0
12872,3257-35908,0
12873,3257-36062,0
12874,3257-36086,0
12875,3257-36184,0
12876,3257-36236,0
12877,3257-36408,0
12878,3257-36692,0
12879,3257-37468,1
12880,3257-39832,0
12881,3257-39855,0
12882,3257-40065,0
12883,3257-40123,0
12884,3257-40160,0
12885,3257-40165,0
12886,3257-40401,0
12887,3257-40528,0
12888,3257-40581,0
12889,3257-40676,0
12890,3257-40788,0
12891,3257-41135,0
12892,3257-43074,0
12893,3257-43515,0
12894,3257-44356,0
12895,3257-44444,0
12896,3257-45474,0
12897,3257-46261,0
12898,3257-46375,0
12899,3257-46475,0
12900,3257-46562,0
12901,3257-46632,0
12902,3257-50245,0
12903,3257-53264,0
12904,3257-53828,0
12905,3257-54103,0
12906,3257-54312,0
12907,3257-54527,0
12908,3257-54825,0
12909,3257-54994,0
12910,3257-55002,0
12911,3257-55081,0
12912,3257-55219,0
12913,3257-55256,0
12914,3257-55286,0
12915,3257-58453,1
12916,3257-58511,0
12917,3257-59865,0
12918,3257-60038,0
12919,3257-60068,0
12920,3257-61317,0
12921,3257-62044,0
12922,3257-62240,0
12923,3257-62563,0
12924,3257-62713,0
12925,3257-62874,0
12926,3257-62887,0
12927,3257-62947,0
12928,3257-62955,0
12929,3257-63023,0
12930,3257-63086,0
12931,3257-63199,0
12932,3257-63311,0
12933,3257-63399,0
12934,3257-63440,0
12935,3257-63452,0
12936,3257-63949,0
12937,3257-64266,0
12938,3257-64275,0
12939,3257-135354,0
12940,3257-201971,0
12941,3257-262287,0
12942,3257-264409,0
12943,3257-393220,0
12944,3257-394102,0
12945,3257-394354,0
12946,3257-394497,0
12947,3257-394625,0
12948,3257-394973,0
12949,3257-394977,0
12950,3257-395354,0
12951,3257-395717,0
12952,3257-396158,0
12953,3257-396356,0
12954,3257-396986,0
12955,3257-396998,0
12956,3292-9009,1
12957,3292-197000,0
12958,112-3320,0
12959,714-3320,0
12960,1547-3320,1
12961,2134-3320,1
12962,2906-3320,0
12963,3292-3320,1
12964,3320-4809,1
12965,3320-8075,0
12966,3320-11019,0
12967,3320-12189,1
12968,3320-12654,0
12969,3320-13445,0
12970,3320-14907,0
12971,3320-15133,0
12972,3320-16265,1
12973,3320-16509,0
12974,3320-19551,1
12975,3320-19679,0
12976,3320-20940,0
12977,3320-22822,1
12978,3320-23576,0
12979,3320-26496,0
12980,3320-32261,0
12981,3320-32590,0
12982,3320-32934,0
12983,3320-33353,1
12984,3320-33438,1
12985,3320-34927,0
12986,3320-39855,0
12987,3320-43996,0
12988,3320-46489,0
12989,3320-47147,1
12990,3320-54113,0
12991,3320-55256,0
12992,3320-57976,0
12993,3320-63199,1
12994,3320-199610,0
12995,3320-202053,0
12996,3320-398465,0
12997,3333-12654,0
12998,3361-11403,0
12999,3462-7481,1
13000,3462-10126,0
13001,3462-10310,1
13002,3462-20940,1
13003,3462-21859,1
13004,3462-24429,0
13005,3462-45102,0
13006,3462-54994,1
13007,109-3491,0
13008,714-3491,0
13009,1828-3491,0
13010,3300-3491,0
13011,3491-3842,0
13012,3491-3900,0
13013,3491-4775,1
13014,3491-4809,1
13015,3491-4826,1
13016,3491-4862,0
13017,3491-5580,1
13018,3491-6619,0
13019,3491-7342,1
13020,3491-7862,0
13021,3491-7979,0
13022,3491-8075,0
13023,3491-8100,0
13024,3491-8757,1
13025,3491-9009,1
13026,3491-9318,1
13027,3491-9498,1
13028,3491-10122,0
13029,3491-10310,1
13030,3491-11164,1
13031,3491-11172,1
13032,3491-11888,0
13033,3491-12129,0
13034,3491-12189,1
13035,3491-13150,0
13036,3491-13414,0
13037,3491-13591,0
13038,3491-14630,0
13039,3491-14860,0
13040,3491-15133,0
13041,3491-15224,0
13042,3491-16552,0
13043,3491-17072,1
13044,3491-18450,0
13045,3491-19332,0
13046,3491-19527,0
13047,3491-19551,1
13048,3491-20473,1
13049,3491-20940,0
13050,3491-21859,1
13051,3491-22356,1
13052,3491-22566,0
13053,3491-22822,1
13054,3491-23520,1
13055,3491-23576,0
13056,3491-23764,1
13057,3491-24429,0
13058,3491-25152,0
13059,3491-25820,0
13060,3491-26415,0
13061,3491-27630,0
13062,3491-27822,0
13063,3491-28438,0
13064,3491-30103,0
13065,3491-30419,0
13066,3491-32181,0
13067,3491-32261,0
13068,3491-32934,0
13069,3491-33011,0
13070,3491-33182,0
13071,3491-33353,0
13072,3491-35908,0
13073,3491-36236,1
13074,3491-36351,1
13075,3491-36408,0
13076,3491-36734,0
13077,3491-39572,0
13078,3491-39855,0
13079,3491-41095,1
13080,3491-42473,1
13081,3491-44444,0
13082,3491-45102,0
13083,3491-45187,0
13084,3491-45396,0
13085,3491-45474,0
13086,3491-45652,0
13087,3491-46261,0
13088,3491-46489,0
13089,3491-46573,0
13090,3491-46786,1
13091,3491-54113,0
13092,3491-54994,0
13093,3491-55256,0
13094,3491-55293,0
13095,3491-55967,0
13096,3491-58511,1
13097,3491-60068,1
13098,3491-60725,0
13099,3491-62597,0
13100,3491-63086,0
13101,3491-63199,0
13102,3491-63293,0
13103,3491-63399,0
13104,3491-63949,0
13105,3491-64050,1
13106,3491-132203,0
13107,3491-135354,0
13108,3491-137922,0
13109,3491-138699,0
13110,3491-140883,0
13111,3491-199524,1
13112,3491-202053,0
13113,3491-206733,0
13114,3491-262589,1
13115,3491-394973,0
13116,3737-6128,0
13117,3900-36184,0
13118,4004-51964,0
13119,714-4134,1
13120,3462-4134,1
13121,4134-4837,1
13122,4134-6327,1
13123,4134-9505,1
13124,4134-9808,0
13125,4134-11164,1
13126,4134-13768,1
13127,4134-14537,1
13128,4134-16509,1
13129,4134-22773,1
13130,4134-23764,1
13131,4134-32097,1
13132,4134-36678,1
13133,4134-40065,1
13134,4134-40676,1
13135,4134-54600,1
13136,4134-58453,1
13137,4150-5683,0
13138,4230-7029,1
13139,4230-13150,0
13140,4230-36692,0
13141,4258-11608,0
13142,4258-395487,0
13143,4436-23470,0
13144,302-4557,0
13145,109-4637,0
13146,714-4637,0
13147,1248-4637,0
13148,2559-4637,0
13149,2906-4637,0
13150,3300-4637,0
13151,4637-4775,1
13152,4637-4809,1
13153,4637-6507,1
13154,4637-6643,0
13155,4637-7862,0
13156,4637-8360,1
13157,4637-9009,1
13158,4637-9498,1
13159,4637-10310,1
13160,4637-12008,1
13161,4637-12041,0
13162,4637-12189,1
13163,4637-13150,0
13164,4637-13335,1
13165,4637-13445,0
13166,4637-13896,0
13167,4637-14061,0
13168,4637-14630,0
13169,4637-15133,1
13170,4637-15224,0
13171,4637-15695,1
13172,4637-16164,1
13173,4637-16276,1
13174,4637-16552,0
13175,4637-19679,0
13176,4637-20940,1
13177,4637-22604,0
13178,4637-22697,1
13179,4637-22822,1
13180,4637-23352,1
13181,4637-27381,0
13182,4637-27822,1
13183,4637-29990,0
13184,4637-30081,0
13185,4637-30103,0
13186,4637-30419,0
13187,4637-32098,1
13188,4637-32261,0
13189,4637-32590,0
13190,4637-32787,1
13191,4637-36351,1
13192,4637-36692,0
13193,4637-40627,0
13194,4637-40676,1
13195,4637-41690,0
13196,4637-43996,0
13197,4637-44444,0
13198,4637-45102,0
13199,4637-45187,1
13200,4637-45474,1
13201,4637-46489,0
13202,4637-47869,0
13203,4637-53813,0
13204,4637-54103,1
13205,4637-54113,0
13206,4637-54825,1
13207,4637-55256,0
13208,4637-55293,0
13209,4637-57976,1
13210,4637-58683,0
13211,4637-62597,0
13212,4637-63199,1
13213,4637-63399,0
13214,4637-63440,0
13215,4637-63949,0
13216,4637-64049,1
13217,4637-137922,1
13218,4637-139805,1
13219,4637-199524,1
13220,4637-202196,1
13221,4637-394973,0
13222,4134-4766,1
13223,4766-4775,1
13224,4766-4809,1
13225,4766-4837,1
13226,4766-6619,0
13227,4766-8075,0
13228,4766-15133,1
13229,4766-20940,1
13230,4766-21859,1
13231,4766-23576,0
13232,4766-24429,0
13233,4766-26415,0
13234,4766-38107,0
13235,4766-40065,0
13236,4766-64050,1
13237,4766-131477,0
13238,4766-132203,0
13239,4766-135354,0
13240,4775-13150,0
13241,4775-13335,1
13242,4775-15133,1
13243,4775-18392,0
13244,4775-21859,1
13245,4775-24429,1
13246,4775-54994,1
13247,4775-63199,0
13248,4788-20940,1
13249,4788-21859,1
13250,4788-24429,0
13251,4788-132203,1
13252,4788-396986,1
13253,4805-51964,0
13254,4134-4809,1
13255,4809-4837,1
13256,4809-18978,0
13257,4809-21859,1
13258,4809-23764,1
13259,4809-25818,1
13260,4809-36678,1
13261,4809-37468,1
13262,4809-40065,1
13263,4809-45652,0
13264,4809-46573,1
13265,4809-54600,1
13266,4809-64050,1
13267,4809-132203,0
13268,4809-199524,1
13269,4809-328580,0
13270,714-4826,1
13271,1828-4826,1
13272,2635-4826,1
13273,2906-4826,1
13274,3300-4826,1
13275,4788-4826,1
13276,4826-7598,1
13277,4826-7862,1
13278,4826-8075,1
13279,4826-8220,1
13280,4826-8360,0
13281,4826-9009,1
13282,4826-9398,1
13283,4826-9482,1
13284,4826-12041,1
13285,4826-12189,1
13286,4826-13150,1
13287,4826-13335,1
13288,4826-13414,1
13289,4826-13445,1
13290,4826-14340,1
13291,4826-14630,1
13292,4826-15133,1
13293,4826-15695,1
13294,4826-16164,1
13295,4826-16265,1
13296,4826-16276,1
13297,4826-16509,1
13298,4826-16552,1
13299,4826-17978,1
13300,4826-18119,1
13301,4826-19527,1
13302,4826-19551,1
13303,4826-19679,1
13304,4826-20144,1
13305,4826-20473,1
13306,4826-20940,1
13307,4826-23352,1
13308,4826-24429,1
13309,4826-26415,1
13310,4826-30071,1
13311,4826-30081,1
13312,4826-30103,1
13313,4826-31216,1
13314,4826-31800,1
13315,4826-31898,1
13316,4826-32590,1
13317,4826-32787,1
13318,4826-32880,1
13319,4826-32934,1
13320,4826-33353,1
13321,4826-33438,1
13322,4826-35908,1
13323,4826-36236,1
13324,4826-36351,1
13325,4826-36692,1
13326,4826-38809,1
13327,4826-40627,1
13328,4826-40676,1
13329,4826-41135,0
13330,4826-42473,1
13331,4826-44444,1
13332,4826-45102,1
13333,4826-46489,1
13334,4826-53813,1
13335,4826-54113,1
13336,4826-54825,1
13337,4826-54994,1
13338,4826-55256,1
13339,4826-57976,1
13340,4826-58453,1
13341,4826-58683,0
13342,4826-59865,1
13343,4826-60068,1
13344,4826-60725,1
13345,4826-62955,1
13346,4826-63949,1
13347,4826-132203,1
13348,4826-137409,1
13349,4826-137840,1
13350,4826-137922,1
13351,4826-199524,1
13352,4826-205272,1
13353,4826-394354,1
13354,4826-396356,1
13355,4837-20940,0
13356,4837-35908,1
13357,4837-37963,0
13358,4805-4862,0
13359,4862-51964,0
13360,5056-20940,0
13361,5056-46892,0
13362,5056-55009,0
13363,1547-5511,1
13364,2647-5511,0
13365,4004-5511,0
13366,4637-5511,1
13367,4826-5511,1
13368,4862-5511,0
13369,5511-5583,0
13370,5511-6619,0
13371,5511-6853,0
13372,5511-9009,1
13373,5511-9304,1
13374,5511-10122,0
13375,5511-10282,0
13376,5511-13335,1
13377,5511-13786,1
13378,5511-14630,0
13379,5511-15133,0
13380,5511-15436,0
13381,5511-16276,0
13382,5511-16509,1
13383,5511-19551,1
13384,5511-20940,1
13385,5511-22822,0
13386,5511-24429,0
13387,5511-25818,0
13388,5511-30081,0
