,pair,Pred
13389,5511-31216,0
13390,5511-32261,0
13391,5511-32590,0
13392,5511-33353,1
13393,5511-33438,1
13394,5511-39386,1
13395,5511-41690,0
13396,5511-43996,0
13397,5511-46489,0
13398,5511-54113,0
13399,5511-54994,0
13400,5511-55256,0
13401,5511-60068,1
13402,5580-13150,0
13403,5580-16740,0
13404,5580-20278,1
13405,5580-20940,1
13406,5580-23393,1
13407,5580-54825,1
13408,5580-62713,0
13409,5580-63399,0
13410,5580-394977,0
13411,5583-51964,0
13412,5645-21570,0
13413,5645-55286,0
13414,5645-63440,0
13415,5650-11320,0
13416,5650-22006,0
13417,5670-29802,0
13418,5769-14537,1
13419,6079-19653,1
13420,6079-40160,0
13421,6079-394065,0
13422,6079-398465,0
13423,6128-20940,0
13424,6130-21581,0
13425,6327-7311,1
13426,6327-12188,0
13427,6327-13150,0
13428,6327-23229,0
13429,6327-30103,0
13430,6327-54527,1
13431,6327-393891,1
13432,6405-22773,0
13433,577-6453,1
13434,714-6453,1
13435,812-6453,1
13436,852-6453,1
13437,1547-6453,1
13438,2734-6453,1
13439,4230-6453,1
13440,4775-6453,1
13441,4788-6453,1
13442,6327-6453,1
13443,6453-6619,1
13444,6453-6643,1
13445,6453-6774,1
13446,6453-7029,1
13447,6453-7138,1
13448,6453-7922,1
13449,6453-8069,0
13450,6453-8075,1
13451,6453-8151,0
13452,6453-8220,1
13453,6453-9009,1
13454,6453-9304,1
13455,6453-9318,1
13456,6453-9498,1
13457,6453-10122,1
13458,6453-10796,0
13459,6453-11260,1
13460,6453-11269,1
13461,6453-12008,1
13462,6453-12129,1
13463,6453-12189,1
13464,6453-12989,1
13465,6453-13335,0
13466,6453-13768,1
13467,6453-13786,1
13468,6453-14061,0
13469,6453-14537,0
13470,6453-14630,0
13471,6453-14907,0
13472,6453-15133,1
13473,6453-15169,0
13474,6453-15695,1
13475,6453-16276,0
13476,6453-16509,1
13477,6453-16552,0
13478,6453-16591,0
13479,6453-17012,1
13480,6453-17072,1
13481,6453-17350,1
13482,6453-17984,0
13483,6453-18450,1
13484,6453-19527,0
13485,6453-20001,1
13486,6453-20940,0
13487,6453-21548,0
13488,6453-21859,1
13489,6453-22604,0
13490,6453-22697,0
13491,6453-22822,1
13492,6453-23498,1
13493,6453-23576,1
13494,6453-23764,1
13495,6453-24429,0
13496,6453-25818,1
13497,6453-25933,1
13498,6453-26496,1
13499,6453-30081,0
13500,6453-30103,1
13501,6453-31216,1
13502,6453-31898,0
13503,6453-32098,1
13504,6453-32261,0
13505,6453-32590,0
13506,6453-32787,1
13507,6453-32934,0
13508,6453-33353,1
13509,6453-33438,1
13510,6453-33517,1
13511,6453-36351,1
13512,6453-37468,1
13513,6453-39386,1
13514,6453-39832,0
13515,6453-40065,1
13516,6453-40627,1
13517,6453-43515,1
13518,6453-44444,1
13519,6453-45102,1
13520,6453-45187,0
13521,6453-45474,1
13522,6453-46489,1
13523,6453-49544,1
13524,6453-53334,1
13525,6453-54113,0
13526,6453-54994,1
13527,6453-55002,1
13528,6453-55259,1
13529,6453-55967,1
13530,6453-60068,1
13531,6453-62240,1
13532,6453-63199,1
13533,6453-63949,0
13534,6453-132203,1
13535,6453-135354,0
13536,6453-136189,1
13537,6453-138699,0
13538,6453-199524,1
13539,6453-262589,1
13540,6453-266925,1
13541,6453-393225,0
13542,6453-394973,1
13543,6453-396986,0
13544,62-6461,0
13545,803-6461,0
13546,1280-6461,0
13547,2134-6461,0
13548,2647-6461,0
13549,3300-6461,0
13550,3361-6461,0
13551,3599-6461,0
13552,3728-6461,0
13553,3737-6461,0
13554,3900-6461,0
13555,4474-6461,0
13556,4637-6461,1
13557,6128-6461,0
13558,6130-6461,0
13559,6461-6597,0
13560,6461-6643,0
13561,6461-6653,0
13562,6461-7029,1
13563,6461-7155,0
13564,6461-7181,0
13565,6461-7226,0
13566,6461-7349,0
13567,6461-7415,0
13568,6461-7752,0
13569,6461-7784,0
13570,6461-7862,0
13571,6461-8100,0
13572,6461-9498,1
13573,6461-10745,0
13574,6461-10835,0
13575,6461-10886,0
13576,6461-11071,0
13577,6461-11114,0
13578,6461-11174,0
13579,6461-11232,0
13580,6461-11251,0
13581,6461-11260,1
13582,6461-11269,0
13583,6461-11352,0
13584,6461-11377,0
13585,6461-11383,0
13586,6461-11403,0
13587,6461-11414,0
13588,6461-11686,0
13589,6461-11796,0
13590,6461-11915,0
13591,6461-11961,0
13592,6461-12025,0
13593,6461-12042,0
13594,6461-12189,1
13595,6461-12196,0
13596,6461-12200,0
13597,6461-13354,0
13598,6461-13445,0
13599,6461-13576,0
13600,6461-13739,0
13601,6461-13767,0
13602,6461-13977,0
13603,6461-14051,0
13604,6461-14265,0
13605,6461-14390,0
13606,6461-14630,0
13607,6461-14701,0
13608,6461-15164,0
13609,6461-15224,0
13610,6461-15290,1
13611,6461-15436,0
13612,6461-15695,1
13613,6461-16265,1
13614,6461-16524,0
13615,6461-16567,0
13616,6461-17072,0
13617,6461-17151,0
13618,6461-17306,0
13619,6461-17350,0
13620,6461-17378,0
13621,6461-18615,0
13622,6461-18734,1
13623,6461-19019,0
13624,6461-19092,0
13625,6461-19108,1
13626,6461-19165,0
13627,6461-19318,0
13628,6461-19528,0
13629,6461-19531,0
13630,6461-19653,0
13631,6461-19679,0
13632,6461-19834,0
13633,6461-19969,0
13634,6461-20029,0
13635,6461-20055,0
13636,6461-20119,0
13637,6461-20347,0
13638,6461-20860,0
13639,6461-20940,0
13640,6461-21928,0
13641,6461-22298,0
13642,6461-22518,0
13643,6461-22604,0
13644,6461-22616,0
13645,6461-22772,0
13646,6461-23367,0
13647,6461-23404,0
13648,6461-25152,0
13649,6461-25751,0
13650,6461-26094,0
13651,6461-26163,0
13652,6461-26292,0
13653,6461-26415,0
13654,6461-26459,0
13655,6461-26762,0
13656,6461-27281,0
13657,6461-27325,0
13658,6461-27364,0
13659,6461-27475,0
13660,6461-27632,0
13661,6461-27647,0
13662,6461-29863,0
13663,6461-29944,0
13664,6461-29990,0
13665,6461-30041,0
13666,6461-30103,0
13667,6461-30110,0
13668,6461-30340,0
13669,6461-30419,0
13670,6461-30496,0
13671,6461-31202,0
13672,6461-32212,0
13673,6461-32261,0
13674,6461-32787,1
13675,6461-33132,1
13676,6461-33353,0
13677,6461-33362,0
13678,6461-33452,0
13679,6461-33544,0
13680,6461-36057,0
13681,6461-36062,0
13682,6461-36184,0
13683,6461-36351,0
13684,6461-40065,0
13685,6461-40160,0
13686,6461-40444,0
13687,6461-40511,0
13688,6461-41690,0
13689,6461-43996,0
13690,6461-45102,0
13691,6461-46475,0
13692,6461-46489,0
13693,6461-46555,0
13694,6461-47020,0
13695,6461-51185,0
13696,6461-53340,0
13697,6461-53698,0
13698,6461-53933,0
13699,6461-54312,0
13700,6461-54825,0
13701,6461-55039,0
13702,6461-55081,0
13703,6461-55095,0
13704,6461-55219,0
13705,6461-62044,0
13706,6461-62947,0
13707,6461-63023,0
13708,6461-63199,0
13709,6461-63252,0
13710,6461-63399,0
13711,6461-63440,0
13712,6461-63442,0
13713,6461-64208,0
13714,6461-64266,0
13715,6461-64275,0
13716,6461-134521,0
13717,6461-137409,0
13718,6461-202196,0
13719,6461-394018,0
13720,6461-394065,0
13721,6461-394973,0
13722,6461-396097,0
13723,6461-398849,0
13724,6503-11172,0
13725,6597-16671,0
13726,6597-32788,0
13727,6619-31898,0
13728,6653-11996,0
13729,1547-6762,1
13730,2635-6762,0
13731,3223-6762,1
13732,4229-6762,0
13733,4230-6762,1
13734,4809-6762,1
13735,6503-6762,0
13736,6507-6762,0
13737,6762-7979,0
13738,6762-8966,1
13739,6762-9009,1
13740,6762-9304,1
13741,6762-9498,1
13742,6762-10310,0
13743,6762-11251,0
13744,6762-11280,0
13745,6762-12189,0
13746,6762-12654,0
13747,6762-12989,1
13748,6762-13335,1
13749,6762-13414,0
13750,6762-15133,0
13751,6762-15412,1
13752,6762-15695,1
13753,6762-16276,0
13754,6762-16509,1
13755,6762-17072,1
13756,6762-18450,0
13757,6762-18734,1
13758,6762-18978,0
13759,6762-19332,0
13760,6762-19527,0
13761,6762-19551,1
13762,6762-20940,0
13763,6762-21859,0
13764,6762-22604,0
13765,6762-22616,0
13766,6762-22822,1
13767,6762-24429,0
13768,6762-24753,1
13769,6762-25152,0
13770,6762-25933,1
13771,6762-28438,1
13772,6762-28509,0
13773,6762-31800,0
13774,6762-32098,0
13775,6762-32261,0
13776,6762-32590,0
13777,6762-32934,0
13778,6762-33353,0
13779,6762-33438,1
13780,6762-36236,1
13781,6762-36351,1
13782,6762-39386,1
13783,6762-39855,0
13784,6762-40676,1
13785,6762-42473,1
13786,6762-43515,0
13787,6762-43996,0
13788,6762-44356,1
13789,6762-44444,0
13790,6762-46489,0
13791,6762-50245,0
13792,6762-51185,0
13793,6762-54103,0
13794,6762-54113,0
13795,6762-54994,0
13796,6762-55095,0
13797,6762-55256,0
13798,6762-55967,0
13799,6762-57976,0
13800,6762-60068,1
13801,6762-61317,0
13802,6762-62240,0
13803,6762-62597,0
13804,6762-62874,1
13805,6762-63199,1
13806,6762-64266,0
13807,6762-199524,1
13808,6762-202196,0
13809,6762-262287,0
13810,6762-262589,1
13811,6762-264409,0
13812,6762-396356,0
13813,6774-21859,1
13814,112-6830,0
13815,5089-6830,0
13816,6830-12654,1
13817,6830-14630,0
13818,6830-14907,0
13819,6830-15695,0
13820,6830-19679,0
13821,6830-20940,0
13822,6830-23520,0
13823,6830-31079,0
13824,6830-32261,0
13825,6830-34927,0
13826,6830-51185,0
13827,6830-60068,0
13828,6830-197000,0
13829,6853-51964,0
13830,57-6939,1
13831,109-6939,1
13832,112-6939,1
13833,293-6939,1
13834,803-6939,1
13835,1280-6939,1
13836,2044-6939,1
13837,2381-6939,1
13838,2698-6939,1
13839,2734-6939,1
13840,3580-6939,1
13841,3599-6939,1
13842,4150-6939,1
13843,4474-6939,1
13844,4581-6939,0
13845,4766-6939,1
13846,4775-6939,1
13847,4788-6939,1
13848,4826-6939,1
13849,5056-6939,1
13850,5078-6939,1
13851,6140-6939,1
13852,6181-6939,1
13853,6300-6939,1
13854,6315-6939,1
13855,6597-6939,1
13856,6643-6939,1
13857,6653-6939,1
13858,6939-6994,1
13859,6939-7106,1
13860,6939-7311,1
13861,6939-7500,1
13862,6939-7784,1
13863,6939-7849,1
13864,6939-8057,1
13865,6939-8151,1
13866,6939-9312,1
13867,6939-10242,1
13868,6939-10745,1
13869,6939-10835,1
13870,6939-10946,1
13871,6939-11096,1
13872,6939-11142,0
13873,6939-11170,1
13874,6939-11178,1
13875,6939-11320,1
13876,6939-11399,1
13877,6939-11492,1
13878,6939-11686,1
13879,6939-11758,1
13880,6939-11796,1
13881,6939-11996,1
13882,6939-12041,1
13883,6939-12083,1
13884,6939-12129,1
13885,6939-13427,1
13886,6939-13445,1
13887,6939-13460,1
13888,6939-13536,1
13889,6939-13760,1
13890,6939-13807,1
13891,6939-14325,1
13892,6939-14333,1
13893,6939-14371,1
13894,6939-14633,1
13895,6939-14713,1
13896,6939-14860,1
13897,6939-15108,0
13898,6939-15164,1
13899,6939-15267,1
13900,6939-15412,1
13901,6939-16524,1
13902,6939-16842,1
13903,6939-16851,1
13904,6939-16904,1
13905,6939-17054,1
13906,6939-17117,1
13907,6939-18106,1
13908,6939-18119,1
13909,6939-18450,1
13910,6939-18530,1
13911,6939-18712,1
13912,6939-18779,1
13913,6939-18978,1
13914,6939-19165,1
13915,6939-19782,0
13916,6939-19969,1
13917,6939-20029,1
13918,6939-20115,1
13919,6939-20119,1
13920,6939-20144,0
13921,6939-20205,1
13922,6939-20278,1
13923,6939-20340,1
13924,6939-21709,1
13925,6939-21777,1
13926,6939-22006,1
13927,6939-22772,1
13928,6939-22773,1
13929,6939-22995,1
13930,6939-23028,1
13931,6939-23089,1
13932,6939-23404,1
13933,6939-23473,1
13934,6939-23520,1
13935,6939-23704,1
13936,6939-25152,1
13937,6939-25715,1
13938,6939-25818,1
13939,6939-25820,1
13940,6939-26156,1
13941,6939-26253,1
13942,6939-26292,1
13943,6939-26446,1
13944,6939-26548,1
13945,6939-26554,1
13946,6939-26652,1
13947,6939-26744,1
13948,6939-26801,1
13949,6939-27299,1
13950,6939-27321,1
13951,6939-27446,1
13952,6939-27632,1
13953,6939-29802,1
13954,6939-29933,1
13955,6939-29962,1
13956,6939-30036,1
13957,6939-30081,1
13958,6939-30110,1
13959,6939-30132,1
13960,6939-30536,1
13961,6939-30600,1
13962,6939-31769,1
13963,6939-32097,1
13964,6939-32217,1
13965,6939-32425,1
13966,6939-32621,1
13967,6939-32703,1
13968,6939-32709,1
13969,6939-32806,1
13970,6939-32899,1
13971,6939-33071,1
13972,6939-33080,1
13973,6939-33083,1
13974,6939-33362,1
13975,6939-33452,0
13976,6939-33483,1
13977,6939-33548,1
13978,6939-33570,1
13979,6939-33616,1
13980,6939-34553,1
13981,6939-36062,1
13982,6939-36103,0
13983,6939-36236,1
13984,6939-36374,1
13985,6939-36584,1
13986,6939-39855,1
13987,6939-40065,1
13988,6939-40217,1
13989,6939-40511,1
13990,6939-40630,1
13991,6939-40676,1
13992,6939-40788,1
13993,6939-40805,1
13994,6939-43531,1
13995,6939-43996,1
13996,6939-44356,1
13997,6939-45102,1
13998,6939-46131,1
13999,6939-46416,1
14000,6939-46489,1
14001,6939-46632,1
14002,6939-46886,0
14003,6939-46997,1
14004,6939-47096,1
14005,6939-50837,1
14006,6939-51531,1
14007,6939-51865,1
14008,6939-53264,1
14009,6939-53340,1
14010,6939-53407,1
14011,6939-53454,1
14012,6939-53459,1
14013,6939-53597,1
14014,6939-53667,1
14015,6939-53813,1
14016,6939-53988,1
14017,6939-54048,1
14018,6939-54058,1
14019,6939-54600,1
14020,6939-54890,1
14021,6939-55009,1
14022,6939-55039,1
14023,6939-55195,1
14024,6939-55293,1
14025,6939-55967,1
14026,6939-62538,1
14027,6939-62668,1
14028,6939-62708,1
14029,6939-62715,1
14030,6939-62728,1
14031,6939-62805,1
14032,6939-62874,1
14033,6939-62943,1
14034,6939-63199,1
14035,6939-63252,1
14036,6939-63442,1
14037,6939-64227,1
14038,6939-64238,1
14039,6939-64260,1
14040,6939-131477,1
14041,6939-134521,1
14042,6939-137409,1
14043,6939-137922,1
14044,6939-140883,1
14045,6939-197000,1
14046,6939-199524,1
14047,6939-199610,1
14048,6939-201971,1
14049,6939-202276,1
14050,6939-205272,1
14051,6939-205530,1
14052,6939-209199,1
14053,6939-263237,1
14054,6939-393891,0
14055,6939-393950,1
14056,6939-394109,1
14057,6939-394625,1
14058,6939-395502,1
14059,6939-395717,1
14060,6939-395800,1
14061,6939-396032,1
14062,6939-396097,1
14063,6939-396238,1
14064,6939-396253,1
14065,6939-396388,1
14066,6939-398017,1
14067,6939-398493,1
14068,7015-36040,0
14069,7015-40444,0
14070,7015-54593,0
14071,7016-13335,0
14072,7016-15133,0
14073,6507-7029,1
14074,7029-7349,0
14075,7029-12189,1
14076,7029-26133,1
14077,7029-27364,1
14078,7029-32899,1
14079,7029-40244,1
14080,7029-393775,0
14081,7029-398465,1
14082,3595-7226,0
14083,7311-21949,0
14084,7349-14537,0
14085,7349-33083,0
14086,7489-34553,0
14087,7489-202479,0
14088,112-7500,0
14089,7500-23634,0
14090,7725-10967,0
14091,7725-16524,0
14092,7725-20940,0
14093,7784-20144,0
14094,7843-10796,0
14095,7843-20001,1
14096,109-7922,0
14097,1547-7922,0
14098,2635-7922,0
14099,3223-7922,1
14100,4258-7922,0
14101,6507-7922,0
14102,6643-7922,0
14103,6653-7922,0
14104,7015-7922,0
14105,7016-7922,0
14106,7725-7922,0
14107,7850-7922,0
14108,7922-7979,0
14109,7922-11608,0
14110,7922-12189,0
14111,7922-13335,1
14112,7922-13367,0
14113,7922-14244,0
14114,7922-14265,0
14115,7922-16406,0
14116,7922-17054,0
14117,7922-17151,0
14118,7922-18450,0
14119,7922-20214,0
14120,7922-20473,1
14121,7922-21508,0
14122,7922-22258,0
14123,7922-22909,0
14124,7922-23352,0
14125,7922-23470,0
14126,7922-26803,0
14127,7922-29863,0
14128,7922-30036,0
14129,7922-30081,0
14130,7922-30103,0
14131,7922-32244,0
14132,7922-32590,0
14133,7922-33287,0
14134,7922-33353,1
14135,7922-33489,0
14136,7922-33490,0
14137,7922-33491,0
14138,7922-33548,0
14139,7922-33650,0
14140,7922-33651,0
14141,7922-33652,0
14142,7922-33654,0
14143,7922-33657,0
14144,7922-33659,0
14145,7922-33660,0
14146,7922-33661,0
14147,7922-33662,0
14148,7922-33665,0
14149,7922-33666,0
14150,7922-33667,0
14151,7922-33668,0
14152,7922-40428,0
14153,7922-40627,0
14154,7922-46786,0
14155,7922-54113,0
14156,7922-54994,1
14157,7922-60068,1
14158,7922-63199,1
14159,7949-46489,0
14160,3599-8001,0
14161,8002-394628,0
14162,8068-8075,0
14163,8069-8075,0
14164,7489-8100,1
14165,8100-9009,0
14166,8100-20150,0
14167,8100-22298,1
14168,8100-25820,0
14169,8100-29761,0
14170,8100-40138,0
14171,8100-199610,0
14172,8151-13335,0
14173,8151-15133,0
14174,8151-20940,0
14175,2134-8220,1
14176,8220-14630,1
14177,8220-15436,1
14178,8220-16740,1
14179,8220-17978,1
14180,8220-22604,1
14181,8220-30103,1
14182,8220-31898,1
14183,8220-32261,1
14184,8220-36184,1
14185,8220-46163,1
14186,8220-63199,1
14187,8220-132418,1
14188,8220-202276,1
14189,8220-394977,0
14190,8359-10122,1
14191,8359-20940,1
14192,8359-24429,1
14193,8359-54994,1
14194,8359-62044,1
14195,8359-199524,1
14196,8757-21859,1
14197,8757-22356,0
14198,8757-32748,1
14199,8757-132203,0
14200,4809-8966,1
14201,8966-12008,1
14202,8966-13335,1
14203,8966-15133,0
14204,8966-20940,0
14205,8966-21859,1
14206,8966-25818,0
14207,8966-31898,1
14208,8966-32261,1
14209,8966-36408,0
14210,8966-45102,1
14211,8966-54113,1
14212,8966-54994,0
14213,8966-55256,1
14214,8966-60261,0
14215,8966-199524,1
14216,112-9002,1
14217,6507-9002,1
14218,9002-10122,1
14219,9002-11414,1
14220,9002-12654,1
14221,9002-20940,1
14222,9002-21859,1
14223,9002-24429,1
14224,9002-24778,0
14225,9002-34309,1
14226,9002-34927,0
14227,9002-36182,1
14228,9002-42473,1
14229,9002-46562,1
14230,9002-54994,1
14231,9002-62044,1
14232,9002-199524,1
14233,9002-396986,1
14234,8359-9009,1
14235,9009-40138,0
14236,9009-47869,1
14237,812-9304,1
14238,1273-9304,1
14239,1828-9304,1
14240,2734-9304,1
14241,2906-9304,1
14242,3223-9304,1
14243,4258-9304,1
14244,4637-9304,1
14245,4766-9304,1
14246,4775-9304,1
14247,4809-9304,1
14248,6315-9304,1
14249,6507-9304,1
14250,7311-9304,1
14251,7843-9304,1
14252,7922-9304,1
14253,8100-9304,1
14254,8966-9304,1
14255,9009-9304,1
14256,9304-9318,1
14257,9304-9498,1
14258,9304-9505,1
14259,9304-10282,1
14260,9304-13768,1
14261,9304-15412,1
14262,9304-16509,1
14263,9304-16553,1
14264,9304-17113,1
14265,9304-19108,1
14266,9304-19679,1
14267,9304-19740,1
14268,9304-20940,1
14269,9304-21928,1
14270,9304-23393,1
14271,9304-23470,1
14272,9304-24429,1
14273,9304-25649,1
14274,9304-26496,1
14275,9304-26803,1
14276,9304-27630,1
14277,9304-27822,1
14278,9304-29838,1
14279,9304-30081,1
14280,9304-32415,1
14281,9304-33132,1
14282,9304-36062,1
14283,9304-40676,1
14284,9304-44356,1
14285,9304-55081,1
14286,9304-63023,1
14287,9304-64200,1
14288,9304-131477,1
14289,9304-132203,1
14290,9304-139805,1
14291,9304-262589,1
14292,6233-9312,0
14293,9312-26415,0
14294,6619-9318,0
14295,9318-20473,1
14296,9318-20940,1
14297,9318-21859,1
14298,9318-23576,0
14299,9318-24429,1
14300,9318-31898,0
14301,9318-32934,1
14302,9318-33438,1
14303,9318-38107,0
14304,9318-45102,1
14305,9318-45396,1
14306,9318-53813,1
14307,9318-132203,1
14308,9318-135354,0
14309,9318-139281,1
14310,109-9498,0
14311,714-9498,0
14312,4004-9498,0
14313,4862-9498,1
14314,9498-10122,0
14315,9498-11174,0
14316,9498-13335,1
14317,9498-14061,0
14318,9498-15133,0
14319,9498-16552,0
14320,9498-19551,1
14321,9498-20940,0
14322,9498-21859,1
14323,9498-24049,1
14324,9498-24429,0
14325,9498-30103,0
14326,9498-31898,0
14327,9498-32590,0
14328,9498-33182,0
14329,9498-33517,0
14330,9498-38621,0
14331,9498-39855,0
14332,9498-42473,1
14333,9498-44444,0
14334,9498-45102,0
14335,9498-46163,0
14336,9498-53813,0
14337,9498-54113,0
14338,9498-54994,0
14339,9498-55429,0
14340,9498-132203,0
14341,2906-9505,1
14342,3462-9505,1
14343,9505-10126,0
14344,9505-17978,0
14345,9505-21928,1
14346,9505-26803,1
14347,9505-33717,0
14348,9505-43531,1
14349,9505-55967,0
14350,9505-63199,1
14351,9505-133089,1
14352,9505-134187,0
14353,9505-135354,1
14354,3462-9680,1
14355,4837-9808,0
14356,9808-37963,0
14357,10242-46892,0
14358,10242-62715,0
14359,10242-397326,0
14360,10282-51964,0
14361,10490-33080,0
14362,10578-14325,0
14363,10796-17054,0
14364,10796-26133,0
14365,11071-36143,0
14366,46-11164,1
14367,57-11164,1
14368,101-11164,1
14369,237-11164,1
14370,2152-11164,1
14371,2698-11164,1
14372,3128-11164,0
14373,3701-11164,1
14374,5078-11164,1
14375,10466-11164,1
14376,10490-11164,1
14377,10578-11164,1
14378,10886-11164,1
14379,11096-11164,0
14380,11164-14325,1
14381,11164-14877,1
14382,11164-19782,1
14383,11164-22645,0
14384,11164-40387,1
14385,11164-40581,1
14386,11164-62532,0
14387,11170-20144,0
14388,11172-13150,0
14389,11172-17072,1
14390,11172-270119,0
14391,11260-11269,0
14392,3728-11320,0
14393,11403-14701,0
14394,11403-18450,0
14395,11403-62217,0
14396,11403-62904,0
14397,2044-11404,0
14398,3361-11404,0
14399,8121-11404,1
14400,11274-11404,0
14401,11404-14746,0
14402,11404-16713,0
14403,11404-18530,0
14404,11404-22759,0
14405,11404-23033,0
14406,11404-25649,0
14407,11404-26803,1
14408,11404-29870,0
14409,11404-30041,0
14410,11404-30640,0
14411,11404-32028,0
14412,11404-40065,0
14413,11404-40475,0
14414,11404-53837,0
14415,11404-55002,0
14416,11404-64260,0
14417,11404-395502,0
14418,11492-54113,0
14419,46-11537,0
14420,57-11537,0
14421,101-11537,1
14422,237-11537,1
14423,293-11537,1
14424,2153-11537,0
14425,2381-11537,1
14426,2603-11537,1
14427,2698-11537,1
14428,3128-11537,0
14429,3754-11537,0
14430,5078-11537,0
14431,10466-11537,0
14432,10490-11537,0
14433,10578-11537,0
14434,10886-11537,1
14435,11096-11537,0
14436,11537-14325,0
14437,11537-14877,1
14438,11537-19782,1
14439,11537-21976,1
14440,11537-22742,0
14441,11537-40387,0
14442,11537-40581,0
14443,11537-62532,0
14444,3599-11796,0
14445,11796-26652,0
14446,4927-12025,0
14447,12025-22625,0
14448,12025-59865,0
14449,12025-62947,0
14450,112-12041,0
14451,12042-12112,0
14452,12042-14371,0
14453,12042-16904,0
14454,12042-33362,0
14455,12042-53597,0
14456,12042-393775,0
14457,12083-16724,1
14458,12083-20940,1
14459,12083-32899,0
14460,12083-62887,0
14461,8360-12085,0
14462,12085-14609,0
14463,12085-46700,0
14464,12085-394749,0
14465,10423-12129,0
14466,12129-20940,0
14467,12129-27287,0
14468,12129-36443,0
14469,12129-63242,1
14470,12129-63293,0
14471,12200-14492,0
14472,12200-22205,0
14473,12200-24778,0
14474,714-12956,0
14475,3223-12956,1
14476,4809-12956,1
14477,8069-12956,0
14478,8075-12956,0
14479,8100-12956,0
14480,8757-12956,0
14481,12008-12956,0
14482,12189-12956,0
14483,12654-12956,0
14484,12956-12989,0
14485,12956-13335,1
14486,12956-13414,1
14487,12956-13489,0
14488,12956-13786,1
14489,12956-15133,0
14490,12956-15169,0
14491,12956-15695,0
14492,12956-17072,0
